	time	heart	temp	temp1	temenv	Red_AC	IR_AC	body	step	bodymove	breathe	movetypr	movepower	Red_DC	IR_DC	sig	overall	energy	test1	test2	test3	test4	if_body_abnormal
1849	2020/10/11 11:53:50	55	31.93	25.83	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1850	2020/10/11 11:53:53	48	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1851	2020/10/11 11:53:56	42	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1852	2020-10-11 11:53:59	7	32	70	1	0	47	1	193	45	1	1	1	57	4	20]}							1
1853	2020/10/11 11:54:02	32	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1854	2020/10/11 11:54:05	28	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1855	2020/10/11 11:54:08	25	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1856	2020/10/11 11:54:11	22	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1857	2020/10/11 11:54:14	19	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1858	2020/10/11 11:54:17	16	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1859	2020/10/11 11:54:20	14	31.93	25.83	47	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1860	2020/10/11 11:54:23	13	31.93	25.83	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1861	2020/10/11 11:54:26	13	31.93	25.83	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1862	2020-10-11 11:54:29	7	16	70	1	0	47	1	193	45	1	1	1	57	4	20]}							1
1863	2020/10/11 11:54:32	16	31.93	25.83	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1864	2020/10/11 11:54:35	20	31.93	25.83	47	4	3	1	0	1	13	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1865	2020/10/11 11:54:38	26	31.93	25.83	47	4	3	1	0	1	15	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1866	2020/10/11 11:54:41	33	31.93	25.83	47	4	3	1	0	1	17	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1867	2020/10/11 11:54:44	40	31.92	25.83	47	4	2	1	0	1	21	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1868	2020/10/11 11:54:47	48	31.92	25.83	47	4	2	1	0	1	25	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1869	2020/10/11 11:54:50	53	31.92	25.83	47	4	2	1	0	1	28	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1870	2020/10/11 11:54:53	55	31.92	25.83	47	4	2	1	0	1	30	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1871	2020/10/11 11:54:56	56	31.92	25.83	47	4	3	1	0	1	33	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1872	2020-10-11 11:54:59	7	53	70	1	0	47	1	193	45	1	1	1	57	4	20]}							1
1873	2020/10/11 11:55:02	53	31.92	25.83	47	4	3	1	0	1	36	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1874	2020/10/11 11:55:05	49	31.92	25.83	47	4	3	1	0	1	38	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1875	2020-10-11 11:55:06	3																					1
1876	2020/10/11 11:55:08	45	31.92	25.83	47	4	3	1	0	1	37	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1877	2020/10/11 11:55:11	41	31.92	25.83	47	4	3	1	0	1	36	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1878	2020/10/11 11:55:14	36	31.92	25.83	47	4	4	1	0	1	34	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1879	2020/10/11 11:55:20	30	31.92	25.83	47	4	4	1	0	1	30	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1880	2020/10/11 11:55:23	27	31.92	25.83	47	4	4	1	0	1	28	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1881	2020/10/11 11:55:26	25	31.92	25.83	47	4	4	1	0	1	26	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1882	2020-10-11 11:55:29	7	22	70	1	0	47	1	193	45	1	1	1	57	1	20]}							1
1883	2020/10/11 11:55:32	22	31.92	25.83	47	4	4	1	0	1	24	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1884	2020/10/11 11:55:35	21	31.92	25.83	47	4	4	1	0	1	22	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1885	2020/10/11 11:55:38	19	31.92	25.83	47	4	4	1	0	1	21	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1886	2020/10/11 11:55:41	17	31.92	25.83	47	4	4	1	0	1	19	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1887	2020/10/11 11:55:44	15	31.92	25.83	47	4	4	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1888	2020/10/11 11:55:47	12	31.92	25.83	47	4	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1889	2020/10/11 11:55:50	10	31.92	25.82	47	4	4	1	0	1	16	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1890	2020/10/11 11:55:53	9	31.92	25.82	47	4	4	1	0	1	15	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1891	2020/10/11 11:55:56	7	31.92	25.82	47	4	4	1	30	1	15	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1892	2020-10-11 11:55:59	7	5	70	1	0	47	1	193	45	1	1	1	57	1	20]}							1
1893	2020/10/11 11:56:02	5	31.92	25.82	47	4	4	1	5	1	14	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1894	2020/10/11 11:56:05	5	31.92	25.82	47	4	4	1	5	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1895	2020-10-11 11:56:06	0																					1
1896	2020/10/11 11:56:08	4	31.92	25.82	47	4	4	1	5	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1897	2020/10/11 11:56:11	4	31.92	25.82	47	4	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1898	2020/10/11 11:56:14	3	31.92	25.82	47	4	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1899	2020/10/11 11:56:20	2	31.92	25.82	47	4	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1900	2020/10/11 11:56:23	2	31.92	25.82	47	4	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1901	2020/10/11 11:56:26	2	31.92	25.82	47	4	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1902	2020-10-11 11:56:29	7	2	70	1	0	47	1	193	45	1	1	1	57	4	20]}							1
1903	2020/10/11 11:56:32	2	31.92	25.82	47	4	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1904	2020/10/11 11:56:35	3	31.92	25.82	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1905	2020/10/11 11:56:38	5	31.92	25.82	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1906	2020/10/11 11:56:41	8	31.92	25.82	47	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1907	2020/10/11 11:56:44	10	31.92	25.82	47	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1908	2020/10/11 11:56:47	12	31.92	25.82	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1909	2020/10/11 11:56:50	14	31.93	25.83	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1910	2020/10/11 11:56:53	15	31.94	25.85	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1911	2020/10/11 11:56:56	16	31.95	25.88	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1912	2020-10-11 11:56:59	7	18	70	1	0	46	1	192	45	1	1	1	57	4	20]}							1
1913	2020/10/11 11:57:02	19	31.96	25.9	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1914	2020/10/11 11:57:05	18	31.98	25.93	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1915	2020-10-11 11:57:06	3																					1
1916	2020/10/11 11:57:08	18	31.99	25.95	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1917	2020/10/11 11:57:11	17	32	25.97	46	3	3	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1918	2020/10/11 11:57:14	16	32.01	25.99	46	3	3	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1919	2020/10/11 11:57:20	15	32.02	26.01	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1920	2020/10/11 11:57:23	15	32.03	26.03	46	3	4	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1921	2020/10/11 11:57:26	15	32.04	26.05	46	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1922	2020-10-11 11:57:29	7	16	70	1	0	46	1	192	45	1	1	1	57	1	20]}							1
1923	2020/10/11 11:57:32	16	32.04	26.06	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1924	2020/10/11 11:57:35	16	32.05	26.06	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1925	2020/10/11 11:57:38	16	32.05	26.06	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1926	2020/10/11 11:57:41	16	32.04	26.05	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1927	2020/10/11 11:57:44	16	32.04	26.04	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1928	2020/10/11 11:57:47	18	32.03	26.03	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1929	2020/10/11 11:57:50	22	32.02	26.02	47	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1930	2020/10/11 11:57:53	27	32.02	26.01	47	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1931	2020/10/11 11:57:56	34	32.02	26	47	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1932	2020-10-11 11:57:59	7	39	70	1	0	47	1	192	45	1	1	1	57	1	20]}							1
1933	2020/10/11 11:58:02	43	32.01	26	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1934	2020/10/11 11:58:05	46	32.01	26	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1935	2020-10-11 11:58:06	0																					1
1936	2020/10/11 11:58:08	49	32.02	26.01	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1937	2020/10/11 11:58:11	52	32.03	26.02	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1938	2020/10/11 11:58:14	51	32.03	26.04	46	3	3	1	0	1	11	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1939	2020/10/11 11:58:20	42	32.04	26.06	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1940	2020/10/11 11:58:23	35	32.05	26.07	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1941	2020/10/11 11:58:26	29	32.06	26.09	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1942	2020-10-11 11:58:29	7	25	70	1	0	46	1	192	45	1	1	1	57	4	20]}							1
1943	2020/10/11 11:58:32	21	32.07	26.1	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1944	2020/10/11 11:58:35	18	32.07	26.12	46	3	2	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1945	2020/10/11 11:58:38	15	32.08	26.13	46	3	2	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1946	2020/10/11 11:58:41	13	32.09	26.14	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1947	2020/10/11 11:58:44	12	32.09	26.15	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1948	2020/10/11 11:58:47	12	32.1	26.16	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1949	2020/10/11 11:58:50	13	32.1	26.17	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1950	2020/10/11 11:58:53	15	32.11	26.19	46	3	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1951	2020/10/11 11:58:56	18	32.11	26.19	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1952	2020-10-11 11:58:59	7	21	70	1	0	46	1	192	45	1	1	1	57	4	20]}							1
1953	2020/10/11 11:59:02	23	32.12	26.2	46	3	4	1	0	1	13	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1954	2020/10/11 11:59:05	25	32.12	26.21	46	3	4	1	0	1	14	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1955	2020-10-11 11:59:06	3																					1
1956	2020/10/11 11:59:08	27	32.13	26.22	46	3	4	1	0	1	14	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1957	2020/10/11 11:59:11	28	32.13	26.23	46	3	4	1	0	1	15	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1958	2020/10/11 11:59:14	27	32.13	26.24	46	3	4	1	0	1	16	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1959	2020/10/11 11:59:20	26	32.14	26.24	46	3	5	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1960	2020/10/11 11:59:23	27	32.14	26.25	46	3	5	1	0	1	19	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1961	2020/10/11 11:59:26	28	32.15	26.26	46	3	5	1	0	1	20	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1962	2020-10-11 11:59:29	7	29	70	1	0	46	1	192	45	1	1	1	57	1	20]}							1
1963	2020/10/11 11:59:32	30	32.15	26.26	46	3	5	1	0	1	21	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1964	2020/10/11 11:59:35	31	32.15	26.27	46	3	5	1	0	1	20	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1965	2020/10/11 11:59:38	33	32.15	26.27	46	3	5	1	0	1	20	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1966	2020/10/11 11:59:41	32	32.16	26.28	46	3	5	1	0	1	19	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1967	2020/10/11 11:59:44	30	32.16	26.28	46	3	5	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1968	2020/10/11 11:59:47	27	32.16	26.29	46	3	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1969	2020/10/11 11:59:50	23	32.16	26.29	46	3	4	1	0	1	16	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1970	2020/10/11 11:59:53	20	32.17	26.3	46	3	4	1	0	1	15	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1971	2020/10/11 11:59:56	17	32.17	26.3	46	3	4	1	0	1	14	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1972	2020-10-11 11:59:59	7	15	70	1	0	46	1	192	45	1	1	1	57	1	20]}							1
1973	2020/10/11 12:00:02	13	32.17	26.3	46	3	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1974	2020/10/11 12:00:05	12	32.17	26.31	46	3	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1975	2020-10-11 12:00:06	0																					1
1976	2020/10/11 12:00:08	11	32.17	26.31	46	3	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1977	2020/10/11 12:00:11	10	32.18	26.31	46	3	4	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1978	2020/10/11 12:00:14	9	32.18	26.32	46	3	4	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
1979	2020/10/11 12:00:20	8	32.18	26.32	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1980	2020/10/11 12:00:23	7	32.18	26.32	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1981	2020/10/11 12:00:26	6	32.18	26.31	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1982	2020-10-11 12:00:29	7	5	70	1	0	46	1	192	44	1	1	1	57	4	20]}							1
1983	2020/10/11 12:00:32	5	32.17	26.29	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1984	2020/10/11 12:00:35	4	32.16	26.26	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1985	2020/10/11 12:00:38	4	32.14	26.24	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1986	2020/10/11 12:00:41	3	32.13	26.21	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1987	2020/10/11 12:00:44	3	32.12	26.18	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1988	2020/10/11 12:00:47	3	32.11	26.16	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1989	2020/10/11 12:00:50	5	32.1	26.13	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1990	2020/10/11 12:00:53	7	32.09	26.11	46	3	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1991	2020/10/11 12:00:56	9	32.08	26.09	46	3	4	1	0	1	12	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1992	2020-10-11 12:00:59	7	11	70	1	0	46	1	192	44	1	1	1	57	4	20]}							1
1993	2020/10/11 12:01:02	12	32.07	26.07	46	3	3	1	0	1	13	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1994	2020/10/11 12:01:05	14	32.07	26.05	46	3	3	1	0	1	14	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1995	2020-10-11 12:01:06	3																					1
1996	2020/10/11 12:01:08	16	32.06	26.04	46	3	3	1	0	1	15	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1997	2020/10/11 12:01:11	20	32.06	26.04	46	3	3	1	0	1	15	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1998	2020/10/11 12:01:14	25	32.06	26.04	46	3	3	1	0	1	16	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
1999	2020/10/11 12:01:20	31	32.07	26.05	46	3	4	1	0	1	16	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2000	2020/10/11 12:01:23	33	32.07	26.07	46	3	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2001	2020/10/11 12:01:26	33	32.08	26.08	46	3	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2002	2020-10-11 12:01:29	7	31	70	1	0	46	1	192	44	1	1	1	57	1	20]}							1
2003	2020/10/11 12:01:32	29	32.08	26.08	46	4	4	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2004	2020/10/11 12:01:35	27	32.08	26.07	46	4	4	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2005	2020/10/11 12:01:38	26	32.07	26.06	46	4	4	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2006	2020/10/11 12:01:41	25	32.06	26.04	46	4	4	1	0	1	18	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2007	2020/10/11 12:01:44	25	32.05	26.02	46	4	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2008	2020/10/11 12:01:47	24	32.05	26	46	4	4	1	0	1	17	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2009	2020/10/11 12:01:50	24	32.04	25.99	46	4	4	1	0	1	16	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2010	2020/10/11 12:01:53	24	32.03	25.97	46	4	3	1	0	1	15	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2011	2020/10/11 12:01:56	24	32.03	25.96	46	4	3	1	0	1	14	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2012	2020-10-11 12:01:59	7	26	70	1	0	46	1	192	44	1	1	1	57	1	20]}							1
2013	2020/10/11 12:02:02	28	32.02	25.95	46	4	3	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2014	2020/10/11 12:02:05	31	32.02	25.93	46	4	3	1	0	1	13	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2015	2020-10-11 12:02:06	0																					1
2016	2020/10/11 12:02:08	33	32.01	25.92	46	4	3	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2017	2020/10/11 12:02:11	35	32.01	25.91	46	4	3	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2018	2020/10/11 12:02:14	37	32	25.9	46	4	3	1	0	1	12	1	1	35	57	1	20	0.02	70	29.44	-99	0	1
2019	2020/10/11 12:02:20	39	32	25.89	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2020	2020/10/11 12:02:23	40	31.99	25.88	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2021	2020/10/11 12:02:26	40	31.99	25.87	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2022	2020-10-11 12:02:29	7	41	70	1	0	46	1	192	44	1	1	1	57	4	20]}							1
2023	2020/10/11 12:02:32	42	31.99	25.86	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2024	2020/10/11 12:02:35	42	31.98	25.85	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2025	2020/10/11 12:02:38	42	31.98	25.84	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2026	2020/10/11 12:02:41	43	31.98	25.83	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2027	2020/10/11 12:02:44	42	31.97	25.83	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2028	2020/10/11 12:02:47	40	31.97	25.82	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2029	2020/10/11 12:02:50	37	31.97	25.81	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2030	2020/10/11 12:02:53	33	31.96	25.81	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2031	2020/10/11 12:02:56	29	31.96	25.8	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2032	2020-10-11 12:02:59	7	26	70	1	0	46	1	192	44	1	1	1	57	4	20]}							1
2033	2020/10/11 12:03:02	23	31.96	25.8	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2034	2020/10/11 12:03:05	20	31.96	25.79	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2035	2020/10/11 12:03:08	18	31.96	25.79	46	4	3	1	0	1	10	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2036	2020/10/11 12:03:11	16	31.95	25.78	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2037	2020/10/11 12:03:14	14	31.95	25.78	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2038	2020/10/11 12:03:17	12	31.95	25.77	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2039	2020/10/11 12:03:20	11	31.95	25.77	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2040	2020/10/11 12:03:23	10	31.95	25.76	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2041	2020/10/11 12:03:26	10	31.94	25.76	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2042	2020-10-11 12:03:29	7	10	70	1	0	46	1	192	45	1	1	1	57	4	20]}							1
2043	2020/10/11 12:03:32	11	31.94	25.76	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2044	2020/10/11 12:03:35	12	31.95	25.77	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2045	2020/10/11 12:03:38	13	31.96	25.78	46	4	3	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2046	2020/10/11 12:03:41	14	31.97	25.81	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2047	2020/10/11 12:03:44	14	31.98	25.84	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2048	2020/10/11 12:03:47	13	31.98	25.85	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2049	2020/10/11 12:03:50	12	31.98	25.85	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2050	2020/10/11 12:03:53	12	31.98	25.85	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2051	2020/10/11 12:03:56	11	31.98	25.84	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2052	2020-10-11 12:03:59	7	11	70	1	0	46	1	192	44	1	1	1	57	4	20]}							1
2053	2020/10/11 12:04:02	10	31.98	25.83	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2054	2020/10/11 12:04:05	10	31.97	25.83	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2055	2020/10/11 12:04:08	10	31.97	25.82	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2056	2020/10/11 12:04:11	9	31.97	25.81	46	4	4	1	0	1	11	1	1	35	57	4	20	0.02	70	29.44	-99	1	1
2057	2020/10/11 12:04:14	9	31.97	25.81	46	4	4	3	0	59	11	1	3	35	57	4	20	0.02	70	29.44	-99	1	1
2058	2020/10/11 12:04:17	9	31.96	25.8	46	4	4	1	0	255	11	2	34	31	51	4	20	0.02	70	29.44	-99	1	1
2059	2020/10/11 12:04:20	10	31.96	25.8	46	4	3	1	0	215	11	2	28	32	52	4	20	0.02	70	29.44	-99	1	1
2060	2020/10/11 12:04:23	11	31.96	25.79	46	4	3	2	0	1	11	2	17	32	52	4	20	0.02	70	29.44	-99	1	1
2061	2020/10/11 12:04:26	13	31.96	25.79	46	4	3	2	0	255	11	2	16	32	52	4	20	0.02	70	29.44	-99	1	1
