	time	heart	temp	temp1	temenv	Red_AC	IR_AC	body	step	bodymove	breathe	movetypr	movepower	Red_DC	IR_DC	sig	overall	energy	test1	test2	test3	test4	if_body_abnormal
4774	2020/10/11 14:22:50	8	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4775	2020-10-11 14:22:53	7	7	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4776	2020/10/11 14:22:56	7	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4777	2020/10/11 14:22:59	6	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4778	2020/10/11 14:23:02	5	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4779	2020/10/11 14:23:05	5	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4780	2020/10/11 14:23:08	4	32.2	26.21	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4781	2020/10/11 14:23:11	4	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4782	2020/10/11 14:23:14	4	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4783	2020/10/11 14:23:17	5	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4784	2020/10/11 14:23:20	7	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4785	2020-10-11 14:23:23	7	9	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4786	2020/10/11 14:23:26	11	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4787	2020/10/11 14:23:29	13	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4788	2020/10/11 14:23:32	14	32.2	26.22	45	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4789	2020/10/11 14:23:35	14	32.2	26.23	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4790	2020/10/11 14:23:38	14	32.21	26.24	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4791	2020/10/11 14:23:41	13	32.22	26.25	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4792	2020/10/11 14:23:44	11	32.23	26.28	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4793	2020/10/11 14:23:47	10	32.24	26.31	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4794	2020/10/11 14:23:50	8	32.25	26.33	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4795	2020-10-11 14:23:53	7	8	81	1	0	44	1	181	44	1	1	1	44	1	20]}							1
4796	2020/10/11 14:23:56	9	32.26	26.35	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4797	2020/10/11 14:23:59	10	32.28	26.38	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4798	2020/10/11 14:24:02	11	32.29	26.4	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4799	2020/10/11 14:24:05	13	32.3	26.42	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4800	2020/10/11 14:24:08	14	32.31	26.44	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4801	2020/10/11 14:24:11	15	32.31	26.45	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4802	2020/10/11 14:24:14	16	32.32	26.47	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4803	2020/10/11 14:24:17	16	32.33	26.49	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4804	2020/10/11 14:24:20	17	32.34	26.5	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4805	2020-10-11 14:24:23	7	17	81	1	0	44	1	179	44	1	1	1	44	1	20]}							1
4806	2020/10/11 14:24:26	17	32.35	26.52	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4807	2020/10/11 14:24:29	18	32.35	26.53	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4808	2020/10/11 14:24:32	18	32.36	26.54	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4809	2020/10/11 14:24:35	18	32.37	26.56	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4810	2020/10/11 14:24:38	18	32.37	26.57	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4811	2020/10/11 14:24:41	18	32.38	26.58	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4812	2020/10/11 14:24:44	18	32.38	26.59	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4813	2020/10/11 14:24:47	16	32.39	26.6	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4814	2020/10/11 14:24:50	15	32.39	26.61	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4815	2020-10-11 14:24:53	7	13	81	1	0	44	1	179	44	1	1	1	44	1	20]}							1
4816	2020/10/11 14:24:56	13	32.4	26.62	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4817	2020/10/11 14:24:59	12	32.4	26.63	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4818	2020/10/11 14:25:02	12	32.41	26.64	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4819	2020/10/11 14:25:05	13	32.41	26.64	44	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4820	2020/10/11 14:25:08	14	32.41	26.64	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4821	2020/10/11 14:25:11	15	32.39	26.62	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4822	2020/10/11 14:25:14	16	32.33	26.58	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4823	2020/10/11 14:25:17	16	32.26	26.5	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4824	2020/10/11 14:25:20	17	32.18	26.42	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4825	2020-10-11 14:25:23	7	18	81	1	0	52	1	181	46	1	1	1	44	1	20]}							1
4826	2020/10/11 14:25:26	18	32.11	26.35	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4827	2020/10/11 14:25:29	17	32.04	26.28	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4828	2020/10/11 14:25:32	16	31.98	26.22	52	23	6	1	30	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4829	2020/10/11 14:25:35	14	31.92	26.16	52	23	6	1	5	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4830	2020/10/11 14:25:38	13	31.86	26.1	52	23	6	1	5	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4831	2020/10/11 14:25:41	11	31.81	26.05	52	23	6	1	5	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4832	2020/10/11 14:25:44	10	31.76	25.99	52	23	6	1	5	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4833	2020/10/11 14:25:47	10	31.71	25.94	52	23	6	1	5	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4834	2020/10/11 14:25:50	9	31.66	25.9	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4835	2020-10-11 14:25:53	7	8	81	1	0	52	1	181	46	1	1	1	44	1	20]}							1
4836	2020/10/11 14:25:56	8	31.62	25.85	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4837	2020/10/11 14:25:59	8	31.57	25.81	52	23	6	1	0	1	11	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4838	2020/10/11 14:26:02	8	31.53	25.77	52	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4839	2020/10/11 14:26:05	7	31.49	25.73	52	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4840	2020/10/11 14:26:08	7	31.46	25.69	52	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4841	2020/10/11 14:26:11	6	31.44	25.68	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4842	2020/10/11 14:26:14	6	31.44	25.68	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4843	2020/10/11 14:26:17	6	31.45	25.7	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4844	2020/10/11 14:26:20	5	31.5	25.75	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4845	2020-10-11 14:26:23	7	5	81	1	0	45	1	181	45	1	1	1	44	1	20]}							1
4846	2020/10/11 14:26:26	5	31.55	25.81	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4847	2020/10/11 14:26:29	4	31.59	25.87	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4848	2020/10/11 14:26:32	4	31.64	25.92	45	23	6	1	30	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4849	2020/10/11 14:26:35	4	31.68	25.97	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4850	2020/10/11 14:26:38	3	31.72	26.02	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4851	2020/10/11 14:26:41	3	31.76	26.06	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4852	2020/10/11 14:26:44	3	31.79	26.1	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4853	2020/10/11 14:26:47	3	31.83	26.14	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4854	2020/10/11 14:26:50	3	31.86	26.18	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4855	2020-10-11 14:26:53	7	3	81	1	0	45	1	181	45	1	1	1	44	1	20]}							1
4856	2020/10/11 14:26:56	3	31.89	26.22	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4857	2020/10/11 14:26:59	3	31.92	26.25	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4858	2020/10/11 14:27:02	3	31.95	26.29	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4859	2020/10/11 14:27:05	3	31.98	26.32	45	23	6	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4860	2020/10/11 14:27:08	3	32	26.35	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4861	2020/10/11 14:27:11	3	32.03	26.38	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4862	2020/10/11 14:27:14	2	32.05	26.41	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4863	2020/10/11 14:27:17	2	32.07	26.43	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4864	2020/10/11 14:27:20	2	32.09	26.46	45	23	6	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4865	2020-10-11 14:27:23	7	2	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4866	2020/10/11 14:27:26	2	32.11	26.47	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4867	2020/10/11 14:27:29	2	32.13	26.48	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4868	2020/10/11 14:27:32	2	32.13	26.48	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4869	2020/10/11 14:27:35	2	32.14	26.48	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4870	2020/10/11 14:27:38	2	32.14	26.46	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4871	2020/10/11 14:27:41	2	32.14	26.45	45	23	5	1	30	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4872	2020/10/11 14:27:44	2	32.15	26.44	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4873	2020/10/11 14:27:47	2	32.15	26.43	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4874	2020/10/11 14:27:50	2	32.15	26.42	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4875	2020-10-11 14:27:53	7	2	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4876	2020/10/11 14:27:56	2	32.15	26.42	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4877	2020/10/11 14:27:59	2	32.16	26.41	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4878	2020/10/11 14:28:02	2	32.16	26.4	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4879	2020/10/11 14:28:05	2	32.16	26.39	45	23	5	1	30	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4880	2020/10/11 14:28:08	1	32.16	26.38	45	23	5	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4881	2020/10/11 14:28:11	1	32.17	26.38	45	23	5	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4882	2020/10/11 14:28:14	1	32.17	26.37	45	23	5	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4883	2020/10/11 14:28:17	1	32.17	26.36	45	23	5	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4884	2020/10/11 14:28:20	1	32.17	26.36	45	23	5	1	5	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4885	2020-10-11 14:28:23	7	1	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4886	2020/10/11 14:28:26	1	32.17	26.35	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4887	2020/10/11 14:28:29	1	32.17	26.35	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4888	2020/10/11 14:28:32	1	32.17	26.34	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4889	2020/10/11 14:28:35	1	32.18	26.34	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4890	2020/10/11 14:28:38	1	32.18	26.33	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4891	2020/10/11 14:28:41	1	32.18	26.33	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4892	2020/10/11 14:28:44	1	32.18	26.32	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4893	2020/10/11 14:28:47	1	32.18	26.32	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4894	2020/10/11 14:28:50	1	32.18	26.32	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4895	2020-10-11 14:28:53	7	2	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4896	2020/10/11 14:28:56	2	32.18	26.31	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4897	2020/10/11 14:28:59	2	32.18	26.31	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4898	2020/10/11 14:29:02	2	32.18	26.31	45	23	5	1	0	1	10	1	1	31	44	1	20	0.02	81	29.44	-99	0	1
4899	2020/10/11 14:29:05	2	32.19	26.3	45	23	5	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4900	2020-10-11 14:29:07	0																					1
4901	2020/10/11 14:29:08	2	32.19	26.3	45	23	5	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4902	2020/10/11 14:29:11	2	32.19	26.3	45	23	5	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4903	2020/10/11 14:29:14	2	32.19	26.3	45	23	4	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4904	2020/10/11 14:29:17	3	32.19	26.29	45	23	4	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4905	2020/10/11 14:29:20	3	32.19	26.29	45	23	4	1	0	1	10	1	1	30	44	1	20	0.02	81	29.44	-99	0	1
4906	2020-10-11 14:29:23	7	3	81	1	0	45	1	181	44	1	1	1	44	1	20]}							1
4907	2020/10/11 14:29:29	4	32.19	26.29	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	81	29.44	-99	1	1
4908	2020/10/11 14:29:32	4	32.2	26.3	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	81	29.44	-99	1	1
4909	2020/10/11 14:29:35	6	32.2	26.31	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	80	29.44	-99	1	1
4910	2020/10/11 14:29:38	7	32.22	26.34	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	80	29.44	-99	1	1
4911	2020/10/11 14:29:41	9	32.23	26.36	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	79	29.44	-99	1	1
4912	2020/10/11 14:29:44	11	32.24	26.38	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	78	29.44	-99	1	1
4913	2020/10/11 14:29:47	13	32.26	26.4	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	77	29.44	-99	1	1
4914	2020/10/11 14:29:50	14	32.27	26.42	44	23	4	1	30	1	11	1	1	30	44	4	20	0.02	77	29.44	-99	1	1
4915	2020-10-11 14:29:53	7	14	75	1	0	44	1	181	44	1	1	1	44	4	20]}							1
4916	2020/10/11 14:29:56	14	32.28	26.44	44	23	4	1	5	1	11	1	1	30	44	4	20	0.02	75	29.44	-99	1	1
4917	2020/10/11 14:29:59	13	32.29	26.46	44	23	4	1	5	1	11	1	1	30	44	4	20	0.02	74	29.44	-99	1	1
4918	2020/10/11 14:30:02	11	32.3	26.47	44	23	4	1	5	1	11	1	1	30	44	4	20	0.02	74	29.44	-99	1	1
4919	2020/10/11 14:30:05	10	32.31	26.49	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	73	29.44	-99	1	1
4920	2020-10-11 14:30:07	3																					1
4921	2020/10/11 14:30:08	9	32.32	26.5	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	72	29.44	-99	1	1
4922	2020/10/11 14:30:11	9	32.33	26.52	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	71	29.44	-99	1	1
4923	2020/10/11 14:30:14	9	32.33	26.53	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	71	29.44	-99	1	1
4924	2020/10/11 14:30:17	8	32.34	26.55	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	70	29.44	-99	1	1
4925	2020/10/11 14:30:20	8	32.35	26.56	44	23	4	1	0	1	11	1	1	30	44	4	20	0.02	70	29.44	-99	1	1
4926	2020-10-11 14:30:23	7	8	70	1	0	44	1	181	44	1	1	1	44	4	20]}							1
4927	2020/10/11 14:30:29	8	32.35	26.57	44	23	4	1	30	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4928	2020/10/11 14:30:32	8	32.36	26.58	44	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4929	2020/10/11 14:30:35	7	32.37	26.59	44	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4930	2020/10/11 14:30:38	7	32.37	26.6	44	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4931	2020/10/11 14:30:41	7	32.38	26.61	44	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4932	2020/10/11 14:30:44	7	32.38	26.62	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4933	2020/10/11 14:30:47	7	32.39	26.63	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4934	2020/10/11 14:30:50	7	32.39	26.64	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4935	2020-10-11 14:30:53	7	7	70	1	0	46	1	181	42	1	1	1	44	1	20]}							1
4936	2020/10/11 14:30:56	7	32.39	26.64	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4937	2020/10/11 14:30:59	7	32.38	26.61	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4938	2020/10/11 14:31:02	7	32.35	26.54	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4939	2020/10/11 14:31:05	7	32.29	26.45	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4940	2020/10/11 14:31:08	7	32.24	26.35	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4941	2020/10/11 14:31:11	7	32.2	26.26	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4942	2020/10/11 14:31:14	7	32.15	26.17	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4943	2020/10/11 14:31:17	7	32.11	26.08	46	23	4	1	30	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4944	2020/10/11 14:31:20	7	32.07	26.01	46	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4945	2020-10-11 14:31:23	7	7	70	1	0	46	1	181	42	1	1	1	44	1	20]}							1
4946	2020/10/11 14:31:26	7	32.03	25.93	46	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4947	2020/10/11 14:31:29	7	31.99	25.86	46	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4948	2020/10/11 14:31:32	7	31.96	25.79	46	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4949	2020/10/11 14:31:35	7	31.92	25.73	46	23	4	1	5	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4950	2020/10/11 14:31:38	7	31.89	25.66	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4951	2020/10/11 14:31:41	7	31.86	25.61	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4952	2020/10/11 14:31:44	7	31.83	25.55	46	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4953	2020/10/11 14:31:47	7	31.82	25.52	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4954	2020/10/11 14:31:50	7	31.82	25.52	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4955	2020-10-11 14:31:53	7	7	70	1	0	44	1	181	44	1	1	1	44	1	20]}							1
4956	2020/10/11 14:31:56	7	31.82	25.53	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4957	2020/10/11 14:31:59	7	31.85	25.58	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4958	2020/10/11 14:32:02	7	31.88	25.64	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4959	2020/10/11 14:32:05	7	31.91	25.7	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4960	2020/10/11 14:32:08	7	31.94	25.75	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4961	2020/10/11 14:32:11	7	31.97	25.8	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4962	2020/10/11 14:32:14	7	31.99	25.85	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4963	2020/10/11 14:32:17	7	32.02	25.9	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4964	2020/10/11 14:32:20	7	32.04	25.94	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4965	2020-10-11 14:32:23	7	7	70	1	0	44	1	181	44	1	1	1	44	1	20]}							1
4966	2020/10/11 14:32:26	7	32.06	25.99	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4967	2020/10/11 14:32:29	7	32.08	26.03	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4968	2020/10/11 14:32:32	7	32.1	26.07	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4969	2020/10/11 14:32:35	7	32.12	26.1	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4970	2020/10/11 14:32:38	7	32.14	26.14	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4971	2020/10/11 14:32:41	7	32.16	26.17	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4972	2020/10/11 14:32:44	7	32.17	26.2	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4973	2020/10/11 14:32:47	7	32.19	26.23	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4974	2020/10/11 14:32:50	7	32.2	26.26	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4975	2020-10-11 14:32:53	7	7	70	1	0	44	1	181	44	1	1	1	44	1	20]}							1
4976	2020/10/11 14:32:56	7	32.22	26.29	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4977	2020/10/11 14:32:59	7	32.23	26.31	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4978	2020/10/11 14:33:02	7	32.24	26.34	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4979	2020/10/11 14:33:05	7	32.26	26.36	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4980	2020/10/11 14:33:08	7	32.27	26.38	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
4981	2020/10/11 14:33:11	7	32.28	26.4	44	23	4	1	0	1	11	1	1	30	44	1	20	0.02	70	29.44	-99	0	1
