Timer	HMI_speed_318	ATC_AMmode_710	ATC_RMmode_710	ATC_CMmode_710	ATC_ATBmode_710	ATC_arrsig_710	ATC_deparsig_710
18:40:13	1	5	1	0	0	0	0
18:40:16	1	5	1	0	0	0	0
18:40:19	1	5	1	0	0	0	0
18:40:22	1	5	1	0	0	0	0
18:40:25	1	5	1	0	0	0	0
18:40:28	1	5	1	0	0	0	0
18:40:31	1	5	1	0	0	0	0
18:40:34	1	5	1	0	0	0	0
18:40:37	1	5	1	0	0	0	0
18:40:40	1	5	1	0	0	0	0
18:40:44	1	5	1	0	0	0	0
18:40:47	1	5	1	0	0	0	0
18:40:50	1	5	1	0	0	0	0
18:40:53	1	5	1	0	0	0	0
18:40:56	1	5	1	0	0	0	0
18:40:59	1	5	1	0	0	0	0
18:41:02	1	5	1	0	0	0	0
18:41:05	1	5	1	0	0	0	0
18:41:08	1	5	1	0	0	0	0
18:41:11	1	5	1	0	0	0	0
18:41:14	1	5	1	0	0	0	0
18:41:17	1	5	1	0	0	0	0
18:41:20	1	5	1	0	0	0	0
18:41:23	1	5	1	0	0	0	0
18:41:27	1	5	1	0	0	0	0
18:41:30	1	5	1	0	0	0	0
18:41:33	1	5	1	0	0	0	0
18:41:36	1	5	1	0	0	0	0
18:41:39	1	5	1	0	0	0	0
18:41:42	1	5	1	0	0	0	0
18:41:45	1	5	1	0	0	0	0
18:41:48	1	5	1	0	0	0	0
18:41:51	1	5	1	0	0	0	0
18:41:54	1	5	1	0	0	0	0
18:41:57	1	5	1	0	0	0	0
18:42:00	1	5	1	0	0	0	0
18:42:03	1	5	1	0	0	0	1
18:42:07	1	5	1	0	0	0	1
18:42:10	1	5	1	0	0	0	1
18:42:13	1	5	1	0	0	0	1
18:42:16	1	5	1	0	0	0	1
18:42:19	1	5	1	0	0	0	1
18:42:22	1	5	1	0	0	0	1
18:42:25	1	5	1	0	0	0	0
18:42:28	1	5	1	0	0	0	0
18:42:31	1	5	1	0	0	0	0
18:42:34	2	5	0	0	1	0	0
18:42:37	2	5	0	0	1	0	0
18:42:40	2	5	0	0	1	0	0
18:42:43	2	5	0	0	1	0	0
18:42:46	2	5	0	0	1	0	0
18:42:50	2	5	0	0	1	0	0
18:42:53	2	5	0	0	1	0	0
18:42:56	1	5	1	0	0	0	0
18:42:59	1	5	1	0	0	0	0
18:43:02	1	5	1	0	0	0	0
18:43:05	1	5	1	0	0	0	0
18:43:08	1	5	1	0	0	0	0
18:43:11	1	5	1	0	0	0	0
18:43:14	1	5	1	0	0	0	0
18:43:17	1	5	1	0	0	0	0
18:43:20	1	5	1	0	0	0	0
18:43:23	1	5	1	0	0	0	0
18:43:26	1	5	1	0	0	0	0
18:43:29	1	5	1	0	0	0	0
18:43:33	1	5	1	0	0	0	0
18:43:36	1	5	1	0	0	0	0
18:43:39	1	5	1	0	0	0	0
18:43:42	1	5	1	0	0	0	0
18:43:45	1	5	1	0	0	0	0
18:43:48	1	5	1	0	0	0	0
18:43:51	1	5	1	0	0	0	0
18:43:54	1	5	1	0	0	0	0
18:43:57	1	5	1	0	0	0	0
18:44:00	1	5	1	0	0	0	0
18:44:03	1	5	1	0	0	0	0
18:44:06	1	5	1	0	0	0	0
18:44:09	1	5	1	0	0	0	0
18:44:12	1	5	1	0	0	0	0
18:44:16	1	5	1	0	0	0	0
18:44:19	1	5	1	0	0	0	0
18:44:22	1	5	1	0	0	0	0
18:44:25	1	5	1	0	0	0	0
18:44:28	1	5	1	0	0	0	0
18:44:31	1	5	1	0	0	0	0
18:44:34	1	5	1	0	0	0	0
18:44:37	1	5	1	0	0	0	0
18:44:40	1	5	1	0	0	0	1
18:44:43	1	5	1	0	0	0	1
18:44:46	1	5	1	0	0	0	1
18:44:49	1	5	1	0	0	0	1
18:44:52	1	5	1	0	0	0	1
18:44:55	1	5	1	0	0	0	1
18:44:59	1	5	1	0	0	0	1
18:45:02	1	5	1	0	0	0	0
18:45:05	1	5	1	0	0	0	0
18:45:08	1	5	1	0	0	0	0
18:45:11	2	5	0	0	1	0	0
18:45:14	2	5	0	0	1	0	0
18:45:17	2	5	0	0	1	0	0
18:45:20	2	5	0	0	1	0	0
18:45:23	2	5	0	0	1	0	0
18:45:26	2	5	0	0	1	0	0
18:45:29	2	5	0	0	1	0	0
18:45:32	2	5	0	0	1	0	0
18:45:35	2	5	0	0	1	0	0
18:45:38	2	5	0	0	1	0	0
18:45:42	2	5	0	0	1	0	0
18:45:45	2	5	0	0	1	0	0
18:45:48	2	5	0	0	1	0	0
18:45:51	2	5	0	0	1	0	0
18:45:54	2	5	0	0	1	0	0
18:45:57	2	5	0	0	1	0	0
18:46:00	2	5	0	0	1	0	0
18:46:03	2	5	0	0	1	0	0
18:46:06	2	5	0	0	1	0	0
18:46:09	2	5	0	0	1	0	0
18:46:12	2	5	0	0	1	0	0
18:46:15	2	5	0	0	1	0	0
18:46:18	1	5	1	0	0	0	0
18:46:23	1	5	1	0	0	0	0
18:46:26	1	5	1	0	0	0	0
18:46:29	1	5	1	0	0	0	0
18:46:32	1	5	1	0	0	0	0
18:46:35	1	5	1	0	0	0	0
18:46:38	1	5	1	0	0	0	0
18:46:41	1	5	1	0	0	0	0
18:46:44	1	5	1	0	0	0	0
18:46:47	1	5	1	0	0	0	0
18:46:50	1	5	1	0	0	0	0
18:46:53	1	5	1	0	0	0	0
18:46:56	1	5	1	0	0	0	0
18:46:59	1	5	1	0	0	0	0
18:47:02	1	5	1	0	0	0	0
18:47:06	1	5	1	0	0	0	0
18:47:09	1	5	1	0	0	0	0
18:47:12	1	5	1	0	0	0	0
18:47:15	7	5	0	0	0	0	0
18:47:18	7	5	0	0	0	0	0
18:47:21	7	5	0	0	0	0	0
18:47:24	7	5	0	0	0	0	0
18:47:28	2	5	0	0	1	0	0
18:47:31	2	5	0	0	1	0	0
18:47:34	2	5	0	0	1	0	0
18:47:37	2	5	0	0	1	0	0
18:47:40	2	5	0	0	1	0	0
18:47:43	2	5	0	0	1	0	0
18:47:46	2	5	0	0	1	0	0
18:47:50	2	5	0	0	1	0	0
18:47:53	2	5	0	0	1	0	0
18:47:56	2	5	0	0	1	0	0
18:47:59	1	5	1	0	0	0	0
18:48:02	1	5	1	0	0	0	0
18:48:05	1	5	1	0	0	0	0
18:48:08	1	5	1	0	0	0	0
18:48:11	1	5	1	0	0	0	0
18:48:14	1	5	1	0	0	0	0
18:48:17	1	5	1	0	0	0	0
18:48:20	1	5	1	0	0	0	0
18:48:23	1	5	1	0	0	0	0
18:48:26	1	5	1	0	0	0	1
18:48:29	1	5	1	0	0	0	1
18:48:33	1	5	1	0	0	0	1
18:48:36	1	5	1	0	0	0	1
18:48:39	1	5	1	0	0	0	1
18:48:42	1	5	1	0	0	0	1
18:48:45	1	5	1	0	0	0	1
18:48:48	1	5	1	0	0	0	1
18:48:51	1	5	1	0	0	0	1
18:48:54	1	5	1	0	0	0	0
18:48:57	1	5	1	0	0	0	0
18:49:00	2	5	0	0	1	0	0
18:49:04	2	5	0	0	1	0	0
18:49:07	2	5	0	0	1	0	0
18:49:10	2	5	0	0	1	0	0
18:49:13	2	5	0	0	1	0	0
18:49:17	2	5	0	0	1	0	0
18:49:20	2	5	0	0	1	0	0
18:49:23	2	5	0	0	1	0	0
18:49:26	2	5	0	0	1	0	0
18:49:29	2	5	0	0	1	0	0
18:49:32	2	5	0	0	1	0	0
18:49:35	2	5	0	0	1	0	0
18:49:38	2	5	0	0	1	0	0
18:49:41	2	5	0	0	1	0	0
18:49:44	2	5	0	0	1	0	0
18:49:47	2	5	0	0	1	0	0
18:49:50	2	5	0	0	1	0	0
18:49:53	2	5	0	0	1	0	0
18:49:57	2	5	0	0	1	0	0
18:50:00	2	5	0	0	1	0	0
18:50:03	2	5	0	0	1	0	0
18:50:06	2	5	0	0	1	0	0
18:50:09	1	5	1	0	0	0	0
18:50:12	1	5	1	0	0	0	0
18:50:15	1	5	1	0	0	0	0
18:50:18	1	5	1	0	0	0	0
18:50:21	1	5	1	0	0	0	0
18:50:24	1	5	1	0	0	0	0
18:50:27	1	5	1	0	0	0	0
18:50:30	1	5	1	0	0	0	0
18:50:33	1	5	1	0	0	0	0
18:50:36	1	5	1	0	0	0	0
18:50:40	1	5	1	0	0	0	0
18:50:43	1	5	1	0	0	0	0
18:50:46	1	5	1	0	0	0	0
18:50:49	1	5	1	0	0	0	0
18:50:52	1	5	1	0	0	0	0
18:50:55	1	5	1	0	0	0	0
18:50:58	1	5	1	0	0	0	0
18:51:01	1	5	1	0	0	0	0
18:51:04	1	5	1	0	0	0	0
18:51:07	1	5	1	0	0	0	0
18:51:10	1	5	1	0	0	0	0
18:51:13	1	5	1	0	0	0	0
18:51:16	1	5	1	0	0	0	0
18:51:19	1	5	1	0	0	0	0
18:51:23	1	5	1	0	0	0	0
18:51:26	1	5	1	0	0	0	0
18:51:29	1	5	1	0	0	0	0
18:51:32	1	5	1	0	0	0	0
18:51:35	1	5	1	0	0	0	0
18:51:38	1	5	1	0	0	0	0
18:51:41	1	5	1	0	0	0	0
18:51:44	1	5	1	0	0	0	0
18:51:47	1	5	1	0	0	0	0
18:51:50	1	5	1	0	0	0	0
18:51:53	1	5	1	0	0	0	1
18:51:56	1	5	1	0	0	0	1
18:51:59	1	5	1	0	0	0	1
18:52:02	1	5	1	0	0	0	1
18:52:06	1	5	1	0	0	0	1
18:52:09	1	5	1	0	0	0	1
18:52:12	1	5	1	0	0	0	1
18:52:15	1	5	1	0	0	0	1
18:52:18	1	5	1	0	0	0	0
18:52:21	1	5	1	0	0	0	0
18:52:24	2	5	0	0	1	0	0
18:52:27	2	5	0	0	1	0	0
18:52:30	2	5	0	0	1	0	0
18:52:33	2	5	0	0	1	0	0
18:52:36	2	5	0	0	1	0	0
18:52:39	2	5	0	0	1	0	0
18:52:42	2	5	0	0	1	0	0
18:52:45	2	5	0	0	1	0	0
18:52:49	2	5	0	0	1	0	0
18:52:52	1	5	1	0	0	0	0
18:52:55	1	5	1	0	0	0	0
18:52:58	1	5	1	0	0	0	0
18:53:01	1	5	1	0	0	0	0
18:53:04	1	5	1	0	0	0	0
18:53:07	1	5	1	0	0	0	0
18:53:10	1	5	1	0	0	0	0
18:53:13	1	5	1	0	0	0	0
18:53:16	1	5	1	0	0	0	0
18:53:19	1	5	1	0	0	0	0
18:53:22	1	5	1	0	0	0	0
18:53:25	1	5	1	0	0	0	0
18:53:29	1	5	1	0	0	0	0
18:53:32	1	5	1	0	0	0	0
18:53:35	1	5	1	0	0	0	0
18:53:38	1	5	1	0	0	0	0
18:53:41	1	5	1	0	0	0	0
18:53:44	1	5	1	0	0	0	0
18:53:47	1	5	1	0	0	0	0
18:53:50	1	5	1	0	0	0	0
18:53:53	1	5	1	0	0	0	0
18:53:56	1	5	1	0	0	0	0
18:53:59	1	5	1	0	0	0	0
18:54:02	1	5	1	0	0	0	0
18:54:05	1	5	1	0	0	0	0
18:54:08	1	5	1	0	0	0	0
18:54:12	1	5	1	0	0	0	0
18:54:15	1	5	1	0	0	0	0
18:54:18	1	5	1	0	0	0	0
18:54:21	1	5	1	0	0	0	0
18:54:24	1	5	1	0	0	0	0
18:54:27	1	5	1	0	0	0	0
18:54:30	1	5	1	0	0	0	0
18:54:33	1	5	1	0	0	0	0
18:54:36	1	5	1	0	0	0	0
18:54:39	1	5	1	0	0	0	0
18:54:42	1	5	1	0	0	0	0
18:54:45	1	5	1	0	0	0	0
18:54:48	1	5	1	0	0	0	0
18:54:51	1	5	1	0	0	0	0
18:54:55	1	5	1	0	0	0	0
18:54:58	1	5	1	0	0	0	0
18:55:01	1	5	1	0	0	0	0
18:55:04	1	5	1	0	0	0	0
18:55:07	1	5	1	0	0	0	0
18:55:10	1	5	1	0	0	0	0
18:55:13	1	5	1	0	0	0	1
18:55:16	1	5	1	0	0	0	1
18:55:19	1	5	1	0	0	0	1
18:55:22	1	5	1	0	0	0	1
18:55:25	1	5	1	0	0	0	1
18:55:28	1	5	1	0	0	0	1
18:55:31	1	5	1	0	0	0	1
18:55:34	1	5	1	0	0	0	0
18:55:38	1	5	1	0	0	0	0
18:55:41	1	5	1	0	0	0	0
18:55:44	2	5	0	0	1	0	0
18:55:47	2	5	0	0	1	0	0
18:55:50	2	5	0	0	1	0	0
18:55:53	2	5	0	0	1	0	0
18:55:56	2	5	0	0	1	0	0
18:55:59	2	5	0	0	1	0	0
18:56:02	2	5	0	0	1	0	0
18:56:05	2	5	0	0	1	0	0
18:56:08	1	5	1	0	0	0	0
18:56:11	1	5	1	0	0	0	0
18:56:14	1	5	1	0	0	0	0
18:56:17	1	5	1	0	0	0	0
18:56:21	1	5	1	0	0	0	0
18:56:24	1	5	1	0	0	0	0
18:56:27	1	5	1	0	0	0	0
18:56:30	1	5	1	0	0	0	0
18:56:33	1	5	1	0	0	0	0
18:56:36	1	5	1	0	0	0	0
18:56:39	1	5	1	0	0	0	0
18:56:42	1	5	1	0	0	0	0
18:56:45	1	5	1	0	0	0	0
18:56:48	1	5	1	0	0	0	0
18:56:51	1	5	1	0	0	0	0
18:56:54	1	5	1	0	0	0	0
18:56:57	1	5	1	0	0	0	0
18:57:00	1	5	1	0	0	0	0
18:57:04	1	5	1	0	0	0	0
18:57:07	1	5	1	0	0	0	0
18:57:10	1	5	1	0	0	0	0
18:57:13	1	5	1	0	0	0	0
18:57:16	1	5	1	0	0	0	0
18:57:19	1	5	1	0	0	0	1
18:57:22	1	5	1	0	0	0	1
18:57:25	1	5	1	0	0	0	1
18:57:28	1	5	1	0	0	0	1
18:57:31	1	5	1	0	0	0	1
18:57:34	1	5	1	0	0	0	1
18:57:37	1	5	1	0	0	0	1
18:57:40	1	5	1	0	0	0	0
18:57:43	1	5	1	0	0	0	0
18:57:47	1	5	1	0	0	0	0
18:57:50	2	5	0	0	1	0	0
18:57:53	2	5	0	0	1	0	0
18:57:56	2	5	0	0	1	0	0
18:57:59	2	5	0	0	1	0	0
18:58:02	2	5	0	0	1	0	0
18:58:05	2	5	0	0	1	0	0
18:58:08	2	5	0	0	1	0	0
18:58:11	2	5	0	0	1	0	0
18:58:14	2	5	0	0	1	0	0
18:58:17	2	5	0	0	1	0	0
18:58:20	1	5	1	0	0	0	0
18:58:23	1	5	1	0	0	0	0
18:58:26	1	5	1	0	0	0	0
18:58:30	1	5	1	0	0	0	0
18:58:33	1	5	1	0	0	0	0
18:58:36	1	5	1	0	0	0	0
18:58:39	1	5	1	0	0	0	0
18:58:42	1	5	1	0	0	0	0
18:58:45	1	5	1	0	0	0	0
18:58:48	1	5	1	0	0	0	0
18:58:51	1	5	1	0	0	0	0
18:58:54	1	5	1	0	0	0	0
18:58:57	1	5	1	0	0	0	0
18:59:00	1	5	1	0	0	0	0
18:59:03	1	5	1	0	0	0	0
18:59:06	1	5	1	0	0	0	0
18:59:10	1	5	1	0	0	0	0
18:59:13	1	5	1	0	0	0	0
18:59:16	1	5	1	0	0	0	0
18:59:19	1	5	1	0	0	0	0
18:59:22	1	5	1	0	0	0	0
18:59:25	1	5	1	0	0	0	0
18:59:28	1	5	1	0	0	0	0
18:59:31	1	5	1	0	0	0	0
18:59:34	1	5	1	0	0	0	0
18:59:37	1	5	1	0	0	0	0
18:59:40	1	5	1	0	0	0	0
18:59:43	1	5	1	0	0	0	0
18:59:46	1	5	1	0	0	0	0
18:59:49	1	5	1	0	0	0	0
18:59:53	1	5	1	0	0	0	0
18:59:56	1	5	1	0	0	0	0
18:59:59	1	5	1	0	0	0	0
19:00:02	1	5	1	0	0	0	0
19:00:05	1	5	1	0	0	0	0
19:00:08	1	5	1	0	0	0	0
19:00:11	1	5	1	0	0	0	0
19:00:14	1	5	1	0	0	0	0
19:00:17	1	5	1	0	0	0	0
19:00:20	1	5	1	0	0	0	0
19:00:23	1	5	1	0	0	0	0
19:00:26	1	5	1	0	0	0	0
19:00:29	1	5	1	0	0	0	1
19:00:32	1	5	1	0	0	0	1
19:00:34	1	5	1	0	0	0	1
19:00:38	1	5	1	0	0	0	1
19:00:41	1	5	1	0	0	0	1
19:00:44	1	5	1	0	0	0	1
19:00:47	1	5	1	0	0	0	1
19:00:50	1	5	1	0	0	0	0
19:00:53	1	5	1	0	0	0	0
19:00:56	1	5	1	0	0	0	0
19:00:59	2	5	0	0	1	0	0
19:01:02	2	5	0	0	1	0	0
19:01:05	2	5	0	0	1	0	0
19:01:08	2	5	0	0	1	0	0
19:01:11	2	5	0	0	1	0	0
19:01:14	2	5	0	0	1	0	0
19:01:18	2	5	0	0	1	0	0
19:01:21	2	5	0	0	1	0	0
19:01:24	2	5	1	0	0	0	0
19:01:27	1	5	1	0	0	0	0
19:01:30	1	5	1	0	0	0	0
19:01:33	1	5	1	0	0	0	0
19:01:36	1	5	1	0	0	0	0
19:01:39	1	5	1	0	0	0	0
19:01:42	1	5	1	0	0	0	0
19:01:45	1	5	1	0	0	0	0
19:01:48	1	5	1	0	0	0	0
19:01:51	1	5	1	0	0	0	0
19:01:54	1	5	1	0	0	0	0
19:01:57	1	5	1	0	0	0	0
19:02:01	1	5	1	0	0	0	0
19:02:04	1	5	1	0	0	0	0
19:02:07	1	5	1	0	0	0	0
19:02:10	1	5	1	0	0	0	0
19:02:13	1	5	1	0	0	0	0
19:02:16	1	5	1	0	0	0	0
19:02:19	1	5	1	0	0	0	0
19:02:22	1	5	1	0	0	0	0
19:02:25	1	5	1	0	0	0	0
19:02:28	1	5	1	0	0	0	0
19:02:31	1	5	1	0	0	0	0
19:02:34	1	5	1	0	0	0	0
19:02:37	1	5	1	0	0	0	0
19:02:40	1	5	1	0	0	0	0
19:02:44	1	5	1	0	0	0	0
19:02:47	1	5	1	0	0	0	0
19:02:50	1	5	1	0	0	0	0
19:02:53	1	5	1	0	0	0	0
19:02:56	1	5	1	0	0	0	0
19:02:59	1	5	1	0	0	0	0
19:03:02	1	5	1	0	0	0	0
19:03:05	1	5	1	0	0	0	0
19:03:08	1	5	1	0	0	0	0
19:03:11	1	5	1	0	0	0	0
19:03:14	1	5	1	0	0	0	0
19:03:17	1	5	1	0	0	0	0
19:03:20	1	5	1	0	0	0	0
19:03:23	1	5	1	0	0	0	0
19:03:27	1	5	1	0	0	0	0
19:03:30	1	5	1	0	0	0	1
19:03:33	1	5	1	0	0	0	1
19:03:36	1	5	1	0	0	0	1
19:03:39	1	5	1	0	0	0	1
19:03:42	1	5	1	0	0	0	1
19:03:45	1	5	1	0	0	0	1
19:03:48	1	5	1	0	0	0	1
19:03:51	1	5	1	0	0	0	0
19:03:54	1	5	1	0	0	0	0
19:03:57	1	5	1	0	0	0	0
19:04:00	2	5	0	0	1	0	0
19:04:03	2	5	0	0	1	0	0
19:04:06	2	5	0	0	1	0	0
19:04:10	2	5	0	0	1	0	0
19:04:13	2	5	0	0	1	0	0
19:04:16	2	5	0	0	1	0	0
19:04:19	2	5	0	0	1	0	0
19:04:22	2	5	0	0	1	0	0
19:04:25	1	5	1	0	0	0	0
19:04:28	1	5	1	0	0	0	0
19:04:31	1	5	1	0	0	0	0
19:04:34	1	5	1	0	0	0	0
19:04:37	1	5	1	0	0	0	0
19:04:40	1	5	1	0	0	0	0
19:04:43	1	5	1	0	0	0	0
19:04:46	1	5	1	0	0	0	0
19:04:49	1	5	1	0	0	0	0
19:04:53	1	5	1	0	0	0	0
19:04:56	1	5	1	0	0	0	0
19:04:59	1	5	1	0	0	0	0
19:05:02	1	5	1	0	0	0	0
19:05:05	1	5	1	0	0	0	0
19:05:08	1	5	1	0	0	0	0
19:05:11	1	5	1	0	0	0	0
19:05:14	1	5	1	0	0	0	0
19:05:17	1	5	1	0	0	0	0
19:05:20	1	5	1	0	0	0	0
19:05:23	1	5	1	0	0	0	0
19:05:26	1	5	1	0	0	0	0
19:05:29	1	5	1	0	0	0	0
