Timer	HMI_speed_318	ATC_AMmode_710	ATC_RMmode_710	ATC_CMmode_710	ATC_ATBmode_710	ATC_arrsig_710	ATC_deparsig_710
19:05:32	1	5	1	0	0	0	0
19:05:36	1	5	1	0	0	0	1
19:05:39	1	5	1	0	0	0	1
19:05:42	1	5	1	0	0	0	1
19:05:45	1	5	1	0	0	0	1
19:05:48	1	5	1	0	0	0	1
19:05:51	1	5	1	0	0	0	1
19:05:54	1	5	1	0	0	0	1
19:05:57	1	5	1	0	0	0	0
19:06:00	1	5	1	0	0	0	0
19:06:03	1	5	1	0	0	0	0
19:06:06	2	5	0	0	1	0	0
19:06:09	2	5	0	0	1	0	0
19:06:12	2	5	0	0	1	0	0
19:06:15	2	5	0	0	1	0	0
19:06:19	2	5	0	0	1	0	0
19:06:22	2	5	0	0	1	0	0
19:06:25	2	5	0	0	1	0	0
19:06:28	2	5	0	0	1	0	0
19:06:31	1	5	1	0	0	0	0
19:06:34	1	5	1	0	0	0	0
19:06:37	1	5	1	0	0	0	0
19:06:40	1	5	1	0	0	0	0
19:06:43	1	5	1	0	0	0	0
19:06:46	1	5	1	0	0	0	0
19:06:49	1	5	1	0	0	0	0
19:06:52	1	5	1	0	0	0	0
19:06:55	1	5	1	0	0	0	0
19:07:00	1	5	1	0	0	0	0
19:07:03	1	5	1	0	0	0	0
19:07:06	1	5	1	0	0	0	0
19:07:09	1	5	1	0	0	0	0
19:07:12	1	5	1	0	0	0	0
19:07:15	1	5	1	0	0	0	0
19:07:18	1	5	1	0	0	0	0
19:07:21	1	5	1	0	0	0	0
19:07:24	1	5	1	0	0	0	0
19:07:27	1	5	1	0	0	0	0
19:07:30	1	5	1	0	0	0	0
19:07:33	1	5	1	0	0	0	0
19:07:36	1	5	1	0	0	0	0
19:07:39	1	5	1	0	0	0	0
19:07:43	1	5	1	0	0	0	0
19:07:46	1	5	1	0	0	0	0
19:07:49	1	5	1	0	0	0	0
19:07:52	1	5	1	0	0	0	0
19:07:55	1	5	1	0	0	0	0
19:07:58	1	5	1	0	0	0	0
19:08:01	1	5	1	0	0	0	0
19:08:04	1	5	1	0	0	0	0
19:08:07	1	5	1	0	0	0	0
19:08:10	1	5	1	0	0	0	0
19:08:13	1	5	1	0	0	0	0
19:08:16	1	5	1	0	0	0	0
19:08:19	1	5	1	0	0	0	1
19:08:22	1	5	1	0	0	0	1
19:08:26	1	5	1	0	0	0	1
19:08:29	1	5	1	0	0	0	1
19:08:32	1	5	1	0	0	0	1
19:08:35	1	5	1	0	0	0	1
19:08:38	1	5	1	0	0	0	1
19:08:41	1	5	1	0	0	0	0
19:08:44	1	5	1	0	0	0	0
19:08:47	1	5	1	0	0	0	0
19:08:50	2	5	0	0	1	0	0
19:08:53	2	5	0	0	1	0	0
19:08:56	2	5	0	0	1	0	0
19:08:59	2	5	0	0	1	0	0
19:09:02	2	5	0	0	1	0	0
19:09:07	2	5	0	0	1	0	0
19:09:10	2	5	0	0	1	0	0
19:09:13	2	5	0	0	1	0	0
19:09:16	1	5	1	0	0	0	0
19:09:19	1	5	1	0	0	0	0
19:09:22	1	5	1	0	0	0	0
19:09:25	1	5	1	0	0	0	0
19:09:28	1	5	1	0	0	0	0
19:09:31	1	5	1	0	0	0	0
19:09:34	1	5	1	0	0	0	0
19:09:37	1	5	1	0	0	0	0
19:09:40	1	5	1	0	0	0	0
19:09:43	1	5	1	0	0	0	0
19:09:46	1	5	1	0	0	0	0
19:09:50	1	5	1	0	0	0	0
19:09:53	1	5	1	0	0	0	0
19:09:56	1	5	1	0	0	0	0
19:09:59	1	5	1	0	0	0	0
19:10:02	1	5	1	0	0	0	0
19:10:05	1	5	1	0	0	0	0
19:10:08	1	5	1	0	0	0	0
19:01:00	1	5	1	0	0	0	0
19:10:13	1	5	1	0	0	0	0
19:10:16	1	5	1	0	0	0	0
19:10:19	1	5	1	0	0	0	0
19:10:22	1	5	1	0	0	0	0
19:10:25	1	5	1	0	0	0	0
19:10:28	1	5	1	0	0	0	0
19:10:31	1	5	1	0	0	0	0
19:10:35	1	5	1	0	0	0	0
19:10:38	1	5	1	0	0	0	1
19:10:41	1	5	1	0	0	0	1
19:10:44	1	5	1	0	0	0	1
19:10:47	1	5	1	0	0	0	1
19:10:50	1	5	1	0	0	0	1
19:10:53	1	5	1	0	0	0	1
19:10:56	1	5	1	0	0	0	0
19:10:59	1	5	1	0	0	0	0
19:11:02	1	5	1	0	0	0	0
19:11:05	2	5	0	0	1	0	0
19:11:08	2	5	0	0	1	0	0
19:11:11	2	5	0	0	1	0	0
19:11:15	2	5	0	0	1	0	0
19:11:18	2	5	0	0	1	0	0
19:11:21	2	5	0	0	1	0	0
19:11:24	2	5	0	0	1	0	0
19:11:27	2	5	0	0	1	0	0
19:11:30	2	5	0	0	1	0	0
19:11:33	1	5	1	0	0	0	0
19:11:36	1	5	1	0	0	0	0
19:11:39	1	5	1	0	0	0	0
19:11:42	1	5	1	0	0	0	0
19:11:45	1	5	1	0	0	0	0
19:11:48	1	5	1	0	0	0	0
19:11:51	1	5	1	0	0	0	0
19:11:54	1	5	1	0	0	0	0
19:11:58	1	5	1	0	0	0	0
19:12:01	1	5	1	0	0	0	0
19:12:04	1	5	1	0	0	0	0
19:12:07	1	5	1	0	0	0	0
19:12:10	1	5	1	0	0	0	0
19:12:13	1	5	1	0	0	0	0
19:12:16	1	5	1	0	0	0	0
19:12:19	1	5	1	0	0	0	0
19:12:22	1	5	1	0	0	0	0
19:12:25	1	5	1	0	0	0	0
19:12:28	1	5	1	0	0	0	0
19:12:31	1	5	1	0	0	0	0
19:12:34	1	5	1	0	0	0	0
19:12:37	1	5	1	0	0	0	0
19:12:41	1	5	1	0	0	0	0
19:12:44	1	5	1	0	0	0	0
19:12:47	1	5	1	0	0	0	0
19:12:50	1	5	1	0	0	0	0
19:12:53	1	5	1	0	0	0	0
19:12:56	1	5	1	0	0	0	0
19:12:59	1	5	1	0	0	0	0
19:13:02	1	5	1	0	0	0	0
19:13:05	1	5	1	0	0	0	0
19:13:08	1	5	1	0	0	0	1
19:13:11	1	5	1	0	0	0	1
19:13:14	1	5	1	0	0	0	1
19:13:17	1	5	1	0	0	0	1
19:13:20	1	5	1	0	0	0	1
19:13:24	1	5	1	0	0	0	1
19:13:27	1	5	1	0	0	0	1
19:13:30	1	5	1	0	0	0	1
19:13:33	1	5	1	0	0	0	0
19:13:36	1	5	1	0	0	0	0
19:13:39	2	5	0	0	1	0	0
19:13:42	2	5	0	0	1	0	0
19:13:45	2	5	0	0	1	0	0
19:13:48	2	5	0	0	1	0	0
19:13:51	2	5	0	0	1	0	0
19:13:54	2	5	0	0	1	0	0
19:13:57	2	5	0	0	1	0	0
19:14:00	2	5	0	0	1	0	0
19:14:04	1	5	1	0	0	0	0
19:14:08	1	5	1	0	0	0	0
19:14:11	1	5	1	0	0	0	0
19:14:14	1	5	1	0	0	0	0
19:14:17	1	5	1	0	0	0	0
19:14:20	1	5	1	0	0	0	0
19:14:23	1	5	1	0	0	0	0
19:14:26	1	5	1	0	0	0	0
19:14:29	1	5	1	0	0	0	0
19:14:32	1	5	1	0	0	0	0
19:14:35	1	5	1	0	0	0	0
19:14:38	1	5	1	0	0	0	0
19:14:41	1	5	1	0	0	0	0
19:14:44	1	5	1	0	0	0	0
19:14:48	1	5	1	0	0	0	0
19:14:51	1	5	1	0	0	0	0
19:14:54	1	5	1	0	0	0	0
19:14:57	1	5	1	0	0	0	0
19:15:00	1	5	1	0	0	0	0
19:15:03	1	5	1	0	0	0	1
19:15:06	1	5	1	0	0	0	1
19:15:09	1	5	1	0	0	0	1
19:15:12	1	5	1	0	0	0	1
19:15:15	1	5	1	0	0	0	1
19:15:18	1	5	1	0	0	0	1
19:15:21	1	5	1	0	0	0	1
19:15:24	1	5	1	0	0	0	0
19:15:27	1	5	1	0	0	0	0
19:15:31	2	5	0	0	1	0	0
19:15:34	2	5	0	0	1	0	0
19:15:37	2	5	0	0	1	0	0
19:15:40	2	5	0	0	1	0	0
19:15:43	2	5	0	0	1	0	0
19:15:46	2	5	0	0	1	0	0
19:15:49	2	5	0	0	1	0	0
19:15:52	2	5	0	0	1	0	0
19:15:55	2	5	0	0	1	0	0
19:15:58	1	5	1	0	0	0	0
19:16:01	1	5	1	0	0	0	0
19:16:04	1	5	1	0	0	0	0
19:16:07	1	5	1	0	0	0	0
19:16:10	1	5	1	0	0	0	0
19:16:14	1	5	1	0	0	0	0
19:16:17	1	5	1	0	0	0	0
19:16:20	1	5	1	0	0	0	0
19:16:23	1	5	1	0	0	0	0
19:16:26	1	5	1	0	0	0	0
19:16:29	1	5	1	0	0	0	0
19:16:32	1	5	1	0	0	0	0
19:16:35	1	5	1	0	0	0	0
19:16:38	1	5	1	0	0	0	0
19:16:41	1	5	1	0	0	0	0
19:16:44	1	5	1	0	0	0	0
19:16:47	1	5	1	0	0	0	0
19:16:50	1	5	1	0	0	0	0
19:16:53	1	5	1	0	0	0	0
19:16:57	1	5	1	0	0	0	0
19:17:00	1	5	1	0	0	0	0
19:17:03	1	5	1	0	0	0	0
19:17:06	1	5	1	0	0	0	0
19:17:09	1	5	1	0	0	0	0
19:17:12	1	5	1	0	0	0	0
19:17:15	1	5	1	0	0	0	1
19:17:18	1	5	1	0	0	0	1
19:17:21	1	5	1	0	0	0	1
19:17:24	1	5	1	0	0	0	1
19:17:27	1	5	1	0	0	0	1
19:17:30	1	5	1	0	0	0	1
19:17:33	1	5	1	0	0	0	1
19:17:36	1	5	1	0	0	0	0
19:17:40	1	5	1	0	0	0	0
19:17:43	2	5	0	0	1	0	0
19:17:46	2	5	0	0	1	0	0
19:17:49	2	5	0	0	1	0	0
19:17:52	2	5	0	0	1	0	0
19:17:55	2	5	0	0	1	0	0
19:17:58	2	5	0	0	1	0	0
19:18:01	2	5	0	0	1	0	0
19:18:04	2	5	0	0	1	0	0
19:18:07	2	5	0	0	1	0	0
19:18:10	2	5	0	0	1	0	0
19:18:13	1	5	1	0	0	0	0
19:18:16	1	5	1	0	0	0	0
19:18:19	1	5	1	0	0	0	0
19:18:23	1	5	1	0	0	0	0
19:18:26	1	5	1	0	0	0	0
19:18:29	1	5	1	0	0	0	0
19:18:32	1	5	1	0	0	0	0
19:18:35	1	5	1	0	0	0	0
19:18:38	1	5	1	0	0	0	0
19:18:41	1	5	1	0	0	0	0
19:18:44	1	5	1	0	0	0	0
19:18:47	1	5	1	0	0	0	0
19:18:50	1	5	1	0	0	0	0
19:18:53	1	5	1	0	0	0	0
19:18:56	1	5	1	0	0	0	0
19:18:59	1	5	1	0	0	0	0
19:19:02	1	5	1	0	0	0	0
19:19:06	1	5	1	0	0	0	0
19:19:09	1	5	1	0	0	0	0
19:19:12	1	5	1	0	0	0	0
19:19:15	1	5	1	0	0	0	0
19:19:18	1	5	1	0	0	0	0
19:19:21	1	5	1	0	0	0	0
19:19:24	1	5	1	0	0	0	0
19:19:27	1	5	1	0	0	0	0
19:19:30	1	5	1	0	0	0	1
19:19:33	1	5	1	0	0	0	1
19:19:36	1	5	1	0	0	0	1
19:19:39	1	5	1	0	0	0	1
19:19:42	1	5	1	0	0	0	1
19:19:45	1	5	1	0	0	0	1
19:19:49	1	5	1	0	0	0	1
19:19:52	1	5	1	0	0	0	0
19:19:55	1	5	1	0	0	0	0
19:19:58	1	5	1	0	0	0	0
19:20:01	2	5	0	0	1	0	0
19:20:04	2	5	0	0	1	0	0
19:20:07	2	5	0	0	1	0	0
19:20:10	2	5	0	0	1	0	0
19:20:13	2	5	0	0	1	0	0
19:20:16	2	5	0	0	1	0	0
19:20:19	2	5	0	0	1	0	0
19:20:22	2	5	0	0	1	0	0
19:20:25	2	5	0	0	1	0	0
19:20:27	1	5	1	0	0	0	0
19:20:31	1	5	1	0	0	0	0
19:20:34	1	5	1	0	0	0	0
19:20:37	1	5	1	0	0	0	0
19:20:40	1	5	1	0	0	0	0
19:20:43	1	5	1	0	0	0	0
19:20:46	1	5	1	0	0	0	0
19:20:49	1	5	1	0	0	0	0
19:20:52	1	5	1	0	0	0	0
19:20:55	1	5	1	0	0	0	0
19:20:58	1	5	1	0	0	0	0
19:21:01	1	5	1	0	0	0	0
19:21:04	1	5	1	0	0	0	0
19:21:07	1	5	1	0	0	0	0
19:21:10	1	5	1	0	0	0	0
19:21:14	1	5	1	0	0	0	0
19:21:17	1	5	1	0	0	0	0
19:21:20	1	5	1	0	0	0	0
19:21:23	1	5	1	0	0	0	0
19:21:26	1	5	1	0	0	0	0
19:21:29	1	5	1	0	0	0	0
19:21:32	1	5	1	0	0	0	0
19:21:35	1	5	1	0	0	0	0
19:21:38	1	5	1	0	0	0	0
19:21:41	1	5	1	0	0	0	0
19:21:44	1	5	1	0	0	0	0
19:21:47	1	5	1	0	0	0	0
19:21:50	1	5	1	0	0	0	1
19:21:53	1	5	1	0	0	0	1
19:21:57	1	5	1	0	0	0	1
19:22:00	1	5	1	0	0	0	1
19:22:03	1	5	1	0	0	0	1
19:22:06	1	5	1	0	0	0	1
19:22:09	1	5	1	0	0	0	1
19:22:12	1	5	1	0	0	0	0
19:22:15	1	5	1	0	0	0	0
19:22:18	1	5	1	0	0	0	0
19:22:21	2	5	0	0	1	0	0
19:22:24	2	5	0	0	1	0	0
19:22:27	2	5	0	0	1	0	0
19:22:30	2	5	0	0	1	0	0
19:22:33	2	5	0	0	1	0	0
19:22:37	2	5	0	0	1	0	0
19:22:40	2	5	0	0	1	0	0
19:22:43	2	5	0	0	1	0	0
19:22:46	1	5	1	0	0	0	0
19:22:49	1	5	1	0	0	0	0
19:22:52	1	5	1	0	0	0	0
19:22:55	1	5	1	0	0	0	0
19:22:58	1	5	1	0	0	0	0
19:23:01	1	5	1	0	0	0	0
19:23:04	1	5	1	0	0	0	0
19:23:07	1	5	1	0	0	0	0
19:23:10	1	5	1	0	0	0	0
19:23:13	1	5	1	0	0	0	0
19:23:16	1	5	1	0	0	0	0
19:23:20	1	5	1	0	0	0	0
19:23:23	1	5	1	0	0	0	0
19:23:26	1	5	1	0	0	0	0
19:23:29	1	5	1	0	0	0	0
19:23:32	1	5	1	0	0	0	0
19:23:35	1	5	1	0	0	0	0
19:23:38	1	5	1	0	0	0	0
19:23:41	1	5	1	0	0	0	0
19:23:44	1	5	1	0	0	0	0
19:23:47	1	5	1	0	0	0	0
19:23:50	1	5	1	0	0	0	0
19:23:53	1	5	1	0	0	0	0
19:23:56	1	5	1	0	0	0	0
19:23:59	1	5	1	0	0	0	0
19:24:03	1	5	1	0	0	0	0
19:24:06	1	5	1	0	0	0	0
19:24:09	1	5	1	0	0	0	0
19:24:12	1	5	1	0	0	0	0
19:24:15	1	5	1	0	0	0	0
19:24:18	1	5	1	0	0	0	0
19:24:21	1	5	1	0	0	0	0
19:24:24	1	5	1	0	0	0	0
19:24:27	1	5	1	0	0	0	1
19:24:30	1	5	1	0	0	0	1
19:24:33	1	5	1	0	0	0	1
19:24:36	1	5	1	0	0	0	1
19:24:39	1	5	1	0	0	0	1
19:24:42	1	5	1	0	0	0	1
19:24:46	1	5	1	0	0	0	1
19:24:49	1	5	1	0	0	0	0
19:24:52	1	5	1	0	0	0	0
19:24:55	2	5	0	0	1	0	0
19:24:58	2	5	0	0	1	0	0
19:25:01	2	5	0	0	1	0	0
19:25:04	2	5	0	0	1	0	0
19:25:07	2	5	0	0	1	0	0
19:25:10	2	5	0	0	1	0	0
19:25:13	2	5	0	0	1	0	0
19:25:16	2	5	0	0	1	0	0
19:25:19	2	5	0	0	1	0	0
19:25:22	1	5	1	0	0	0	0
19:25:25	1	5	1	0	0	0	0
19:25:29	1	5	1	0	0	0	0
19:25:32	1	5	1	0	0	0	0
19:25:35	1	5	1	0	0	0	0
19:25:38	1	5	1	0	0	0	0
19:25:41	1	5	1	0	0	0	0
19:25:44	1	5	1	0	0	0	0
19:25:47	1	5	1	0	0	0	0
19:25:50	1	5	1	0	0	0	0
19:25:53	1	5	1	0	0	0	0
19:25:56	1	5	1	0	0	0	0
19:25:59	1	5	1	0	0	0	0
19:26:03	1	5	1	0	0	0	0
19:26:07	1	5	1	0	0	0	0
19:26:11	1	5	1	0	0	0	0
19:26:14	1	5	1	0	0	0	0
19:26:17	1	5	1	0	0	0	0
19:26:20	1	5	1	0	0	0	0
19:26:23	1	5	1	0	0	0	0
19:26:26	1	5	1	0	0	0	0
19:26:29	1	5	1	0	0	0	0
19:26:32	1	5	1	0	0	0	0
19:26:35	1	5	1	0	0	0	0
19:26:38	1	5	1	0	0	0	0
19:26:41	1	5	1	0	0	0	0
19:26:44	1	5	1	0	0	0	0
19:26:47	1	5	1	0	0	0	0
19:26:50	1	5	1	0	0	0	0
19:26:54	1	5	1	0	0	0	1
19:26:57	1	5	1	0	0	0	1
19:27:00	1	5	1	0	0	0	1
19:27:03	1	5	1	0	0	0	1
19:27:06	1	5	1	0	0	0	1
19:27:09	1	5	1	0	0	0	1
19:27:12	1	5	1	0	0	0	1
19:27:15	1	5	1	0	0	0	0
19:27:18	1	5	1	0	0	0	0
19:27:21	2	5	0	0	1	0	0
19:27:24	2	5	0	0	1	0	0
19:27:27	2	5	0	0	1	0	0
19:27:30	2	5	0	0	1	0	0
19:27:33	2	5	0	0	1	0	0
19:27:37	2	5	0	0	1	0	0
19:27:40	2	5	0	0	1	0	0
19:27:43	2	5	0	0	1	0	0
19:27:46	2	5	0	0	1	0	0
19:27:49	1	5	1	0	0	0	0
19:27:52	1	5	1	0	0	0	0
19:27:55	1	5	1	0	0	0	0
19:27:58	1	5	1	0	0	0	0
19:28:01	1	5	1	0	0	0	0
19:28:04	1	5	1	0	0	0	0
19:28:07	1	5	1	0	0	0	0
19:28:10	1	5	1	0	0	0	0
19:28:13	1	5	1	0	0	0	0
19:28:16	1	5	1	0	0	0	0
19:28:20	1	5	1	0	0	0	0
19:28:23	1	5	1	0	0	0	0
19:28:26	1	5	1	0	0	0	0
19:28:29	1	5	1	0	0	0	0
19:28:32	1	5	1	0	0	0	0
19:28:35	1	5	1	0	0	0	0
19:28:38	1	5	1	0	0	0	0
19:28:41	1	5	1	0	0	0	0
19:28:44	1	5	1	0	0	0	0
19:28:47	1	5	1	0	0	0	0
19:28:50	1	5	1	0	0	0	0
19:28:53	1	5	1	0	0	0	0
19:28:56	1	5	1	0	0	0	0
19:28:59	1	5	1	0	0	0	0
19:29:03	1	5	1	0	0	0	0
19:29:06	1	5	1	0	0	0	0
19:29:09	1	5	1	0	0	0	0
19:29:12	1	5	1	0	0	0	0
19:29:15	1	5	1	0	0	0	0
19:29:18	1	5	1	0	0	0	1
19:29:21	1	5	1	0	0	0	1
19:29:24	1	5	1	0	0	0	1
19:29:27	1	5	1	0	0	0	1
19:29:30	1	5	1	0	0	0	1
19:29:33	1	5	1	0	0	0	1
19:29:36	1	5	1	0	0	0	1
19:29:39	1	5	1	0	0	0	0
19:29:43	1	5	1	0	0	0	0
19:29:46	1	5	1	0	0	0	0
19:29:49	2	5	0	0	1	0	0
19:29:52	2	5	0	0	1	0	0
19:29:55	2	5	0	0	1	0	0
19:29:58	2	5	0	0	1	0	0
19:30:01	2	5	0	0	1	0	0
19:30:04	2	5	0	0	1	0	0
19:30:07	2	5	0	0	1	0	0
19:30:10	2	5	0	0	1	0	0
19:30:13	1	5	1	0	0	0	0
19:30:16	1	5	1	0	0	0	0
19:30:19	1	5	1	0	0	0	0
19:30:22	1	5	1	0	0	0	0
19:30:26	1	5	1	0	0	0	0
19:30:29	1	5	1	0	0	0	0
19:30:32	1	5	1	0	0	0	0
19:30:35	1	5	1	0	0	0	0
19:30:38	1	5	1	0	0	0	0
19:03:00	1	5	1	0	0	0	0
19:30:43	1	5	1	0	0	0	0
19:30:46	1	5	1	0	0	0	0
19:30:49	1	5	1	0	0	0	0
19:30:52	1	5	1	0	0	0	0
19:30:55	1	5	1	0	0	0	0
19:30:58	1	5	1	0	0	0	0
19:31:01	1	5	1	0	0	0	0
19:31:04	1	5	1	0	0	0	0
19:31:07	1	5	1	0	0	0	0
19:31:11	1	5	1	0	0	0	0
19:31:14	1	5	1	0	0	0	0
19:31:17	1	5	1	0	0	0	0
19:31:20	1	5	1	0	0	0	0
19:31:23	1	5	1	0	0	0	0
19:31:26	1	5	1	0	0	0	1
19:31:29	1	5	1	0	0	0	1
19:31:32	1	5	1	0	0	0	1
19:31:35	1	5	1	0	0	0	1
19:31:38	1	5	1	0	0	0	1
19:31:41	1	5	1	0	0	0	1
19:31:44	1	5	1	0	0	0	1
19:31:47	1	5	1	0	0	0	0
19:31:51	1	5	1	0	0	0	0
19:31:54	1	5	1	0	0	0	0
19:31:57	2	5	0	0	1	0	0
19:32:00	2	5	0	0	1	0	0
19:32:03	2	5	0	0	1	0	0
19:32:06	2	5	0	0	1	0	0
19:32:09	2	5	0	0	1	0	0
19:32:12	2	5	0	0	1	0	0
19:32:15	2	5	0	0	1	0	0
19:32:18	2	5	0	0	1	0	0
19:32:21	1	5	1	0	0	0	0
19:32:24	1	5	1	0	0	0	0
19:32:27	1	5	1	0	0	0	0
19:32:30	1	5	1	0	0	0	0
19:32:34	1	5	1	0	0	0	0
19:32:37	1	5	1	0	0	0	0
19:32:40	1	5	1	0	0	0	0
19:32:43	1	5	1	0	0	0	0
19:32:46	1	5	1	0	0	0	0
19:32:49	1	5	1	0	0	0	0
19:32:52	1	5	1	0	0	0	0
19:32:55	1	5	1	0	0	0	0
19:32:58	1	5	1	0	0	0	0
19:33:01	1	5	1	0	0	0	0
19:33:04	1	5	1	0	0	0	0
19:33:07	1	5	1	0	0	0	0
19:33:10	1	5	1	0	0	0	0
19:33:13	1	5	1	0	0	0	0
19:33:17	1	5	1	0	0	0	0
19:33:20	1	5	1	0	0	0	0
19:33:23	1	5	1	0	0	0	0
19:33:26	1	5	1	0	0	0	0
19:33:29	1	5	1	0	0	0	1
19:33:32	1	5	1	0	0	0	1
19:33:35	1	5	1	0	0	0	1
19:33:38	1	5	1	0	0	0	1
19:33:41	1	5	1	0	0	0	1
19:33:44	1	5	1	0	0	0	1
19:33:47	1	5	1	0	0	0	1
19:33:50	1	5	1	0	0	0	0
19:33:53	1	5	1	0	0	0	0
19:33:56	1	5	1	0	0	0	0
19:34:00	2	5	0	0	1	0	0
19:34:03	2	5	0	0	1	0	0
19:34:06	2	5	0	0	1	0	0
19:34:09	2	5	0	0	1	0	0
19:34:12	2	5	0	0	1	0	0
19:34:15	2	5	0	0	1	0	0
19:34:18	2	5	0	0	1	0	0
19:34:21	2	5	0	0	1	0	0
19:34:24	1	5	1	0	0	0	0
19:34:27	1	5	1	0	0	0	0
19:34:30	1	5	1	0	0	0	0
19:34:33	1	5	1	0	0	0	0
19:34:36	1	5	1	0	0	0	0
19:34:39	1	5	1	0	0	0	0
19:34:43	1	5	1	0	0	0	0
19:34:46	1	5	1	0	0	0	0
19:34:49	1	5	1	0	0	0	0
19:34:52	1	5	1	0	0	0	0
19:34:55	1	5	1	0	0	0	0
19:34:58	1	5	1	0	0	0	0
19:05:00	1	5	1	0	0	0	0
